4.847034	4.847034	B
4.847034	4.847034	B
6.039451	6.039451	B
6.039451	6.039451	B
6.766434	6.766434	B
6.766434	6.766434	B
7.689064	7.689064	B
7.689064	7.689064	B
8.545792	8.545792	B
8.545792	8.545792	B
9.612583	9.612583	B
9.612583	9.612583	B
10.603174	10.603174	B
10.603174	10.603174	B
12.319920	12.319920	B
12.319920	12.319920	B
13.212855	13.212855	B
13.212855	13.212855	B
14.056183	14.056183	B
14.056183	14.056183	B
14.932583	14.932583	B
14.932583	14.932583	B
16.073556	16.073556	B
16.073556	16.073556	B
16.949955	16.949955	B
16.949955	16.949955	B
17.909034	17.909034	B
17.909034	17.909034	B
21.546919	21.546919	B
21.546919	21.546919	B
21.943779	21.943779	B
21.943779	21.943779	B
22.351663	22.351663	B
22.351663	22.351663	B
22.813289	22.813289	B
22.813289	22.813289	B
23.288694	23.288694	B
23.288694	23.288694	B
23.724138	23.724138	B
23.724138	23.724138	B
24.181630	24.181630	B
24.181630	24.181630	B
24.617074	24.617074	B
24.617074	24.617074	B
25.063541	25.063541	B
25.063541	25.063541	B
25.510009	25.510009	B
25.510009	25.510009	B
25.973013	25.973013	B
25.973013	25.973013	B
26.402944	26.402944	B
26.402944	26.402944	B
26.937603	26.937603	B
26.937603	26.937603	B
27.373047	27.373047	B
27.373047	27.373047	B
27.830539	27.830539	B
27.830539	27.830539	B
28.321102	28.321102	B
28.321102	28.321102	B
28.767570	28.767570	B
28.767570	28.767570	B
29.236085	29.236085	B
29.236085	29.236085	B
29.671529	29.671529	B
29.671529	29.671529	B
30.151069	30.151069	B
30.151069	30.151069	B
30.614072	30.614072	B
30.614072	30.614072	B
31.077076	31.077076	B
31.077076	31.077076	B
31.551103	31.551103	B
31.551103	31.551103	B
32.008595	32.008595	B
32.008595	32.008595	B
32.444039	32.444039	B
32.444039	32.444039	B
32.962162	32.962162	B
32.962162	32.962162	B
33.441701	33.441701	B
33.441701	33.441701	B
33.877145	33.877145	B
33.877145	33.877145	B
34.334636	34.334636	B
34.334636	34.334636	B
34.775592	34.775592	B
34.775592	34.775592	B
35.205524	35.205524	B
35.205524	35.205524	B
35.663016	35.663016	B
35.663016	35.663016	B
